title,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,m_totalImages,ber_rating,longitude,latitude
"Apartment 170, Crosbie's Yard, Dublin 3",standard,1/28/2022,295000,2,1,Apartment,164,Buy,37,A3,-6.680261,53.211633
"2 Sarsfield Street, Sallynoggin, Co. Dublin",standard,1/30/2022,395000,2,1,End of Terrace,51,Buy,33,C1,-6.661589,53.238745
"1 Morehampton Terrace, Donnybrook, Donnybrook, Dublin 4",standard,1/28/2022,750000,3,2,End of Terrace,125,Buy,14,D2,-7.724514,53.396385
"9 Carrigmore Oak, Saggart, Co. Dublin",standard,1/28/2022,275000,3,3,Duplex,111,Buy,18,C3,-6.236884,53.281157
"55 Dowth Avenue, Cabra, Cabra, Dublin 7",standard,1/29/2022,425000,3,1,Terrace,73,Buy,12,D2,-6.430331,53.323421
"116 Saint Attracta Road, Cabra, Cabra, Dublin 7",standard,1/29/2022,400000,2,2,Terrace,106,Buy,12,E1,-6.232969,53.318003
"87A Beechwood Downs, Clonsilla, Hartstown, Dublin 15",standard,1/28/2022,275000,2,2,Detached,106,Buy,3,C2,-9.045362,52.455375
"42 Charnwood Grove, Clonsilla, Dublin 15",standard,1/30/2022,375000,3,3,Semi-D,95,Buy,15,C2,-8.633671,52.66014
"Apartment 41, The Dargle, Prospect Hill, Finglas, Dublin 11",standard,1/28/2022,235000,2,2,Apartment,60,Buy,14,C1,-8.643072,52.147504
"Apartment 52, La Rochelle, La Rochelle, Dublin 8",standard,1/27/2022,295000,2,1,Apartment,69,Buy,8,D2,-6.279145,53.309836
"6 Spruce Lodge, Castleside Drive, Rathfarnham, Dublin 14",standard,1/30/2022,295000,1,1,Apartment,42,Buy,18,B1,-6.2423861,53.3634252
"Apartment 111, Rathmines Town Centre, Rathmines, Dublin 6",standard,1/25/2022,415000,3,1,Apartment,67,Buy,13,B3,-6.172278,53.404656
"21 Plunkett Avenue, Finglas West, Finglas, Dublin 11",standard,1/27/2022,295000,3,2,Terrace,110,Buy,18,G,-6.944798,52.845932
"68 The Weavers, Meath Place, Dublin 8",standard,1/26/2022,275000,2,1,Townhouse,65,Buy,10,D1,-6.430858,53.329183
"151 Bremore Castle, Balbriggan, Co. Dublin",standard,1/30/2022,235000,2,1,Semi-D,72,Buy,20,D1,-7.85614,51.952708
"14 Mask Crescent, Artane, Artane, Dublin 5",standard,1/27/2022,395000,3,1,Terrace,93,Buy,13,XXX,-6.344265,53.292622
"23 Applewood Avenue East, Swords, Co. Dublin",standard,1/30/2022,275000,2,1,Duplex,72,Buy,21,C2,-6.27907,53.348851
"6 Foxhill Lawn, Foxhill, Ayrfield, Dublin 13",standard,1/30/2022,380000,3,1,Semi-D,112,Buy,22,C2,-7.757092,54.971284
"20J Fernleigh Drive, Castleknock, Dublin 15",standard,1/25/2022,275000,2,2,Apartment,74,Buy,8,D2,-6.589063,53.383321
"19 Beverton Rise, Donabate, Co. Dublin",standard,1/25/2022,320000,2,2,Terrace,82,Buy,13,D1,-6.287248,53.309787
"14 Turnberry, Baldoyle, Baldoyle, Dublin 13",standard,1/25/2022,525000,4,3,Semi-D,112,Buy,27,C1,-6.453968,53.362275
"132 Woodview Heights, Lucan, Co. Dublin",standard,1/25/2022,335000,3,2,Semi-D,98,Buy,30,B2,-10.26723,52.140538
"44 Leeson Park, Ranelagh, Dublin 6",standard,1/28/2022,2450000,6,5,Terrace,294,Buy,15,D1,-8.185125,53.616807
"1 Old Farm, Carpenterstown Road, Carpenterstown, Dublin 15",standard,1/25/2022,310000,3,2,Apartment,124,Buy,18,E2,-6.2022145,53.3621541
"14 Hillsbrook Drive, Perrystown, Dublin 12",standard,1/30/2022,465000,3,2,Semi-D,94,Buy,24,C2,-7.523661,53.530574
"46 Woodstown Heath, Knocklyon, Dublin 16",standard,1/28/2022,595000,3,3,Semi-D,134,Buy,24,C2,-7.042149,52.947152
"91 Patrick Street, Dun Laoghaire, Co. Dublin",standard,1/28/2022,695000,2,2,Detached,134,Buy,36,XXX,-6.410513,53.283568
"57 Patrick Doyle Road Milltown Dublin 14, Milltown, Dublin 6",standard,1/25/2022,525000,2,2,Terrace,77,Buy,14,E2,-6.247298,53.388655
"Apartment 4 Green View, Blanchardstown, Dublin 15",standard,1/29/2022,215000,2,2,Apartment,63,Buy,69,B2,-7.228299,52.53527
"Apartment 26, Greenview, Portmarnock, Co. Dublin",standard,1/28/2022,365000,2,2,Apartment,80,Buy,12,D2,-6.377872,53.387357
"14 Heathfield Terrace, Finglas, Finglas, Dublin 11",standard,1/24/2022,290000,2,3,Terrace,90,Buy,21,E1,-6.3175229,53.3815215
"Apartment 38, Jervis Place, Dublin 1",standard,1/28/2022,285000,2,1,Apartment,79,Buy,20,D1,-6.4071583,53.2816605
"Kenure, 120A Howth Road, Howth, Dublin 13",standard,1/25/2022,1650000,3,3,Detached,180,Buy,0,C2,-6.658231,53.23805
"4 Leopardstown Rise, Leopardstown Road, Leopardstown, Dublin 18",standard,1/30/2022,995000,5,4,Detached,223,Buy,24,C3,-6.907659,52.831229
"42 Brighton, Kilgobbin Wood, Sandyford, Dublin 18",standard,1/30/2022,340000,2,2,Apartment,61,Buy,15,D1,-6.337621,53.292806
"28 Belmont Avenue Donnybrook Dublin 4, Donnybrook, Dublin 4",standard,1/29/2022,1350000,4,2,Detached,190,Buy,4,C1,-6.726754,53.967765
"18 Saint Samson's Court, Balgriffin, Balgriffin, Dublin 13",standard,1/25/2022,225000,2,1,Apartment,56,Buy,13,B3,-6.293425,53.406356
"24 Pimlico, Dublin 8",standard,1/28/2022,650000,2,3,End of Terrace,101,Buy,33,C1,-8.24433,52.605577
"92 Castle Avenue, Clontarf, Dublin 3",standard,1/30/2022,1250000,4,3,Semi-D,170,Buy,16,C1,-7.588041,53.347383
"Apartment 25, The Gallery, Donabate, Co. Dublin",standard,1/24/2022,385000,3,3,Apartment,125,Buy,12,B3,-6.267222,53.632529
"1 Castle Drive, Clondalkin, Clondalkin, Dublin 22",standard,1/24/2022,450000,5,3,Semi-D,190,Buy,25,B3,-7.295655,53.044126
"83A Strand Road, Sandymount, Sandymount, Dublin 4",standard,1/28/2022,845000,3,2,Semi-D,119,Buy,3,XXX,-7.319791,53.2386
"555 Grange Cottages, Grange Road, Rathfarnham, Dublin 14",standard,1/24/2022,875000,3,1,Semi-D,81,Buy,14,C3,-7.705036,53.394514
"7 Meath Square, Dublin 8",standard,1/28/2022,275000,1,1,Bungalow,42,Buy,15,C1,-6.407832,53.404288
"12 Niall Street, Stoneybatter, Dublin 7",standard,1/24/2022,340000,2,1,End of Terrace,42,Buy,20,D1,-9.31255,53.857753
"21 The Court, Kingswood Heights, Kingswood, Dublin 22",standard,1/24/2022,299950,2,1,Bungalow,64,Buy,12,E2,-8.403044,52.65037
"12 Templeville Park, Templeogue, Dublin 6W",standard,1/30/2022,775000,5,2,Semi-D,170,Buy,24,C2,-7.935502,54.286936
"130 Foxfield Park, Raheny, Dublin 5",standard,1/25/2022,550000,3,2,Semi-D,117,Buy,16,D1,-8.962148,54.286348
"46 Holywell Rise, Holywell, Swords, Co. Dublin",standard,1/28/2022,275000,3,2,Detached,,Buy,1,C1,-7.817001,52.540185
"8 Glenalua Terrace, Killiney, Co. Dublin",standard,1/24/2022,580000,2,1,Terrace,86,Buy,38,C2,-9.385369,52.415862
"Apartment 54, Chesterfield, Riverpark Apartments, Islandbridge, Dublin 8",standard,1/24/2022,350000,2,1,Apartment,56,Buy,16,C3,-8.102421,53.94277
"56 Saint Mary's Road North, East Wall, Dublin 3",standard,1/28/2022,499950,4,3,Detached,,Buy,3,C1,-6.308521,53.706773
"42 Sycamore House, Red Arches Drive, Baldoyle, Dublin 13",standard,1/24/2022,360000,2,2,Apartment,78,Buy,13,C2,-6.38356,53.417058
"26 Saddlers Grove, Mulhuddart, Dublin 15",standard,1/28/2022,270000,3,2,Semi-D,98,Buy,12,D1,-6.478987,53.414631
"91 Ballyedmonduff Road, Sandyford, Dublin 18",standard,1/24/2022,950000,4,2,Detached,179,Buy,2,C3,-6.162919,53.400613
"31 Booterstown Wood, Booterstown, Co. Dublin",standard,1/30/2022,595000,2,2,Apartment,96,Buy,21,C1,-7.969424,52.640779
"16 Newtownpark Avenue, Blackrock, Co. Dublin",standard,1/26/2022,950000,3,1,Semi-D,112,Buy,22,C1,-10.183922,52.229951
"Roselawn, 26 Parkvale, Dundrum, Dublin 14",standard,1/24/2022,895000,5,2,Detached,203,Buy,11,G,-8.745462,51.743417
"Glencar, 4 College Road, Castleknock, Dublin 15",standard,1/30/2022,1295000,4,3,Detached,190,Buy,8,D1,-6.207759,53.322596
"Apartment 44, The Gables, Grange View, Clondalkin, Dublin 22",standard,1/28/2022,155000,2,1,Apartment,62,Buy,12,F,-6.228153,53.336145
"Simmonscourt Terrace Donnybrook Dublin 4, Donnybrook, Dublin 4",standard,1/29/2022,645000,2,1,Bungalow,95,Buy,25,B2,-7.052191,53.139582
"Apartment 119 Wintergardens, Pearse Street, Dublin 2",standard,1/28/2022,300000,1,1,Apartment,90,Buy,26,C1,-6.201246,53.397065
"9 Beaupark Square, Clongriffin, Dublin 13",standard,1/28/2022,325000,4,4,End of Terrace,79,Buy,21,D1,-8.581671,53.198614
"77 Carrigmore Crescent, Saggart, Co. Dublin",standard,1/28/2022,240000,3,2,Apartment,101,Buy,34,C3,-7.252434,52.638963
"37 Heather Lawn, Rathfarnham, Rathfarnham, Dublin 14",standard,1/24/2022,495000,3,2,Semi-D,93,Buy,13,G,-7.14246,52.266018
"55 Balally Avenue, Dundrum, Dundrum, Dublin 14",standard,1/24/2022,695000,4,2,Semi-D,118,Buy,17,B3,-6.237927,53.344947
"Apartment 9, Rosebank Hall, Ninth Lock Road, Clondalkin, Dublin 22",standard,1/24/2022,180000,1,1,Apartment,45,Buy,8,E2,-6.260387,53.320976
"Apartment 9, Cornmill, Balbriggan, Co. Dublin",standard,1/27/2022,200000,2,1,Apartment,54,Buy,10,D2,-8.599988,52.209146
"42 Saint Samson's Court, Balgriffin, Balgriffin, Dublin 13",standard,1/25/2022,350000,3,3,Duplex,100,Buy,24,C2,-8.28229,52.074588
"88 Woodlawn Park, Churchtown, Churchtown, Dublin 14",standard,1/28/2022,1095000,4,2,Detached,200,Buy,19,B3,-6.252856,53.403885
"15 Riverwood Green, Castleknock, Castleknock, Dublin 15",standard,1/28/2022,500000,3,3,Semi-D,117,Buy,21,D2,-8.468379,54.286548
"72 Belmayne Park South, Balgriffin, Balgriffin, Dublin 13",standard,1/27/2022,250000,2,2,Apartment,72,Buy,13,E2,-6.18163,53.364645
"46 Saint Aidan's Drive, Goatstown, Goatstown, Dublin 14",standard,1/27/2022,725000,3,2,Semi-D,128,Buy,15,D2,-6.134335,53.26107
"Apartment 71, Block C3, Geraldstown Woods, Santry, Dublin 9",standard,1/28/2022,235000,3,2,Apartment,75,Buy,26,D2,-6.157605,52.794847
"43 Kings Hall, Chapelizod, Dublin 20",standard,1/24/2022,195000,1,1,Apartment,48,Buy,10,D2,-6.299063,53.319841
"605 Cathedral Court, New Street, Dublin 8",standard,1/30/2022,395000,2,1,Apartment,72,Buy,21,D1,-6.812402,53.174857
"Apartment 3, Block 5, Clongriffin, Dublin 13",standard,1/28/2022,259000,2,1,Apartment,78,Buy,18,D1,-6.607956,53.313335
"Apartment 45, Grange View Place, Clondalkin, Dublin 22",standard,1/24/2022,185000,1,1,Apartment,61,Buy,2,B3,-6.675331,53.64688
"Apartment 9, Woodrun, Blanchardstown, Dublin 15",standard,1/27/2022,250000,2,2,Apartment,106,Buy,29,C1,-7.668113,53.4911
"8 Fitzpatrick's Cottages, Harold's Cross Road, Harold's Cross, Dublin 6",standard,1/25/2022,335000,2,1,Terrace,135,Buy,51,C1,-8.964415,51.911805
"67 Dublin Street, Dundalk, Co. Louth",standard,1/24/2022,150000,3,2,Terrace,123,Buy,6,D1,-7.452211,53.613952
"46 Thomas Moore Road, Walkinstown, Walkinstown, Dublin 12",standard,1/27/2022,395000,3,1,Terrace,83,Buy,12,C1,-8.629239,51.884335
"174 Castle Park, Tallaght, Dublin 24",standard,1/30/2022,309950,3,1,Terrace,,Buy,12,E2,-9.058554,53.269953
"4 Sheephill Park, Blanchardstown, Dublin 15",standard,1/28/2022,245000,3,1,Terrace,84,Buy,15,D1,-7.139907,52.168087
"25 Magenta Crescent, Santry, Santry, Dublin 9",standard,1/28/2022,369000,3,1,Terrace,80,Buy,33,C1,-7.645349,55.037447
"Apartment 33, Block A Smithfield Market, Smithfield, Dublin 1",standard,1/28/2022,350000,2,1,Apartment,72,Buy,26,C1,-6.084103,53.098501
"8 Minnow Brook, Terenure, Dublin 6",standard,1/24/2022,425000,2,2,Apartment,60,Buy,12,D2,-6.279383,53.339932
"20 Laraghcon, Lucan, Co. Dublin",standard,1/24/2022,575000,5,4,Semi-D,167,Buy,14,C1,-7.631935,52.938897
"Hermitage Westminster Road Foxrock Dublin 18, Foxrock, Dublin 18",standard,1/29/2022,4500000,5,6,Detached,450,Buy,21,F,-9.368617,54.161705
"6 Foster Terrace, Ballybough, Dublin 3",standard,1/28/2022,450000,3,1,Terrace,82,Buy,22,C1,-6.440024,53.396417
"1 Dingle Road, Cabra, Dublin 7",standard,1/28/2022,295000,2,2,Semi-D,,Buy,17,C2,-7.713321,52.35124
"59 Watermint Court, Royal Canal Park, Dublin 15",standard,1/29/2022,229000,1,1,Apartment,102,Buy,17,C1,-8.042432,51.895028
"17 Millmount Terrace, Dundrum, Windy Arbour, Dublin 14",standard,1/28/2022,275000,2,1,Terrace,73,Buy,12,D2,-9.462235,52.234088
"31 Oulton Road Clontarf Dublin 3, Clontarf, Dublin 3",standard,1/29/2022,1150000,4,2,Semi-D,124,Buy,47,B2,-7.221508,55.116002
"4 Sundale Walk, Tallaght, Dublin 24",standard,1/30/2022,259000,3,2,Semi-D,,Buy,11,D1,-6.300748,53.392591
"23 Shanowen Drive, Santry, Dublin 9",standard,1/30/2022,459000,3,1,Terrace,120,Buy,9,F,-8.496271,54.267489
"44 Ashlawn Park, Ballybrack, Co. Dublin",standard,1/24/2022,385000,3,1,End of Terrace,85,Buy,13,C3,-7.507778,54.086097
"156 Royal Canal Court, Royal Canal Way, Ashtown, Dublin 15",standard,1/28/2022,395000,3,2,Apartment,103,Buy,28,B3,-7.725567,51.952207
"34 Allendale Square, Clonsilla, Dublin 15",standard,1/27/2022,260000,2,1,Apartment,70,Buy,27,C1,-8.454622,54.634021
"32 Chapel Grove, Balbriggan, Co. Dublin",standard,1/30/2022,275000,3,2,Semi-D,84,Buy,29,B2,-8.596834,51.891423
"11 Valley Park Avenue, Finglas, Dublin 11",standard,1/28/2022,249000,3,1,Terrace,122,Buy,24,D2,-7.139387,53.347349
"71 Suncroft Drive, Tallaght, Dublin 24",standard,1/29/2022,250000,3,1,Semi-D,79,Buy,23,D1,-6.122639,53.192686
"20 Sundale Close, Tallaght, Dublin 24",standard,1/29/2022,249000,3,1,Terrace,83,Buy,47,D1,-8.601657,51.925153
"9 Monksfield Meadows, Clondalkin, Dublin 22",standard,1/29/2022,345000,3,2,End of Terrace,96,Buy,21,F,-6.242669,53.314792
"35 Millrace Park, Saggart, Co. Dublin",standard,1/29/2022,249000,3,3,Apartment,101,Buy,26,SI_666,-6.252362,53.330833
"64 Millrace Park, Saggart, Co. Dublin",standard,1/29/2022,280000,3,3,Apartment,130,Buy,11,C2,-6.304624,53.381659
"78 Bridgewater Quay, Islandbridge, Dublin 8",standard,1/29/2022,325000,2,1,Apartment,65,Buy,8,C3,-8.678658,52.346927
"22 Muckcross Avenue, Perrystown, Dublin 12",standard,1/30/2022,480000,3,2,Terrace,107,Buy,14,SI_666,-6.284723,53.349453
"15 Temple Hill, Terenure Rd West, Terenure, Dublin 6",standard,1/28/2022,380000,2,2,Apartment,78,Buy,10,C3,-7.425634,52.343448
"74 Castle Lawns, Balrothery, Tallaght, Dublin 24",standard,1/30/2022,279950,3,1,Terrace,112,Buy,12,C3,-7.321947,53.236449
"Apartment 95, Block B, Smithfield Market, Smithfield, Dublin 7",standard,1/26/2022,450000,2,2,Apartment,63,Buy,31,E1,-6.312604,53.377081
"14 Cherry Orchard Grove, Cherry Orchard, Dublin 10",standard,1/28/2022,185000,3,1,End of Terrace,305,Buy,26,C1,-6.090304,53.373746
"70 Stonebridge Road, Clonsilla, Dublin 15",standard,1/28/2022,260000,3,1,Semi-D,93,Buy,9,B3,-6.679739,53.655256
"Apartment 52 West Courtyard Tullyvale, Cabinteely, Dublin 18",standard,1/28/2022,290000,2,1,Apartment,,Buy,4,XXX,-6.264641,53.395157
"18 St Anthony's Crescent, Greenhills, Walkinstown, Dublin 12",standard,1/30/2022,399950,3,2,Terrace,92,Buy,21,B2,-6.2806502,53.3895151
"Apartment 2 Block 3, Grange Lodge Avenue, Clongriffin, Dublin 13",standard,1/28/2022,180000,1,1,Apartment,111,Buy,16,D2,-6.371573,53.277825
"17 Ballentree Crescent, Tyrrelstown, Dublin 15",standard,1/28/2022,285000,3,2,Semi-D,147,Buy,21,D2,-6.48488,52.332774
"Apartment 14, Walnut, Grattan Wood, Hole In The Wall Road, Donaghmede, Dublin 13",standard,1/28/2022,180000,2,1,Apartment,111,Buy,52,B2,-6.289392,53.397843
"87 Red Arches Road, The Coast, Baldoyle, Dublin 13",standard,1/28/2022,425000,4,3,Terrace,138,Buy,7,G,-7.709212,53.395122
"88 Castletimon Road, Coolock, Kilmore, Dublin 5",standard,1/29/2022,340000,3,1,Terrace,81,Buy,19,A3,-8.398995,51.931033
"24 Adelaide, Strand Road, Sandymount, Dublin 4",standard,1/28/2022,550000,2,1,End of Terrace,70,Buy,9,C3,-8.633967,52.660679
"46 O'Connell Gardens, Sandymount, Dublin 4",standard,1/28/2022,525000,2,1,Terrace,62,Buy,16,E2,-6.1656531,53.3923316
"183 Woodfield, Scholarstown Road, Rathfarnham, Dublin 16",standard,1/30/2022,400000,2,1,Terrace,71,Buy,15,D2,-8.569457,53.197401
"25 Belgrave Road, Rathmines, Rathgar, Dublin 6",standard,1/28/2022,325000,1,1,Apartment,47,Buy,15,C1,-8.385452,51.920688
"Apartment 39, The Tannery, Dublin 8",standard,1/21/2022,265000,1,1,Apartment,55,Buy,39,E1,-8.580455,53.901427
"13 Swanward Court, Parnell Road, Dublin 12",standard,1/21/2022,445000,3,2,Terrace,83,Buy,7,C2,-6.520669,53.878087
"161 Hunters Green, Hunters Wood, Ballycullen, Dublin 16",standard,1/27/2022,300000,2,2,Duplex,83,Buy,29,C2,-8.975,52.8453
"100 Kilfenora Road, Kimmage, Crumlin, Dublin 12",standard,1/27/2022,299950,2,1,Terrace,80,Buy,18,A2,-9.126645,54.130844
"152 New Seskin Court, Arena, Tallaght, Dublin 24",standard,1/28/2022,235000,2,1,Apartment,57,Buy,27,D2,-9.180527,51.950574
"Apartment 258, The Sycamores, Carrington, Santry, Dublin 9",standard,1/29/2022,270000,2,2,Apartment,70,Buy,15,C1,-6.525347,53.33413
"33 Faughart Road, Crumlin, Crumlin, Dublin 12",standard,1/21/2022,299950,2,1,Terrace,,Buy,22,C1,-6.271189,53.63049
"53 Mountpleasant Avenue Lower, Ranelagh, Dublin 6",standard,1/30/2022,1250000,3,4,Terrace,145,Buy,45,C3,-6.39742,53.505161
"Charter, Butterfield Avenue, Rathfarnham, Dublin 14",standard,1/30/2022,1375000,4,2,Detached,197,Buy,20,G,-8.355105,54.967579
"5 St Laurence Court, Lower Ballyfermot Road, Chapelizod, Dublin 20",standard,1/30/2022,275000,2,1,Apartment,76,Buy,9,D2,-6.281234,53.329427
"36 Watson Avenue, Killiney, Co. Dublin",standard,1/24/2022,595000,4,1,Semi-D,128,Buy,15,B3,-6.210637,53.614216
"151 Walkinstown Park, Walkinstown, Walkinstown, Dublin 12",standard,1/28/2022,330000,3,1,Terrace,110,Buy,5,F,-8.475231,51.89246
"17 Hillsbrook Grove, Perrystown, Perrystown, Dublin 12",standard,1/21/2022,465000,3,1,Semi-D,98,Buy,11,C2,-7.766974,54.808853
"100 Kilfenora Road, Kimmage, Kimmage, Dublin 12",standard,1/27/2022,299950,2,1,Terrace,80,Buy,4,D2,-9.041464,53.278687
"Apartment 97, Bracken Hill, Sandyford, Dublin 18",standard,1/27/2022,345000,3,2,Apartment,96,Buy,10,C2,-6.73312,53.139407
"61 Loughlinstown Park, Glenageary, Co. Dublin",standard,1/21/2022,360000,3,1,End of Terrace,83,Buy,13,C2,-9.34544,52.933149
"39 Reginald Street, The Coombe, Dublin 8",standard,1/29/2022,325000,2,1,Terrace,54,Buy,20,C1,-6.412086,53.323982
"37 Blackthorn Green, Sandyford, Dublin 18",standard,1/27/2022,480000,3,1,Terrace,88,Buy,18,D1,-6.377471,53.32319
"5 Park Villas, Blackrock, Co. Dublin",standard,1/30/2022,1850000,5,3,Detached,280,Buy,21,E2,-6.327204,53.299971
"13 North Street, Ongar, Dublin 15",standard,1/24/2022,350000,4,3,End of Terrace,130,Buy,13,C1,-8.641718,52.62777
"3 Westbrook Crescent, Balbriggan, Co. Dublin",standard,1/21/2022,315000,3,2,Semi-D,107,Buy,11,C3,-6.656643,53.643156
"153 Kiltipper Gate, Tallaght, Kiltipper, Dublin 24",standard,1/21/2022,224950,2,2,Apartment,124,Buy,32,C3,-8.893474,52.94058
"Apartment 16, The Sycamore, Elmfield, Leopardstown, Dublin 18",standard,1/27/2022,450000,3,2,Apartment,98,Buy,12,B3,-6.197377,53.262962
"45 Brookwood Park, Artane, Artane, Dublin 5",standard,1/27/2022,635000,3,2,Semi-D,142,Buy,19,C2,-8.875773,52.708959
"35 Temple View Avenue, Clarehall, Clarehall, Dublin 13",standard,1/26/2022,340000,3,2,Semi-D,107,Buy,13,D2,-10.056291,53.97666
"9 Heath Square, McKee Avenue, Finglas, Dublin 11",standard,1/28/2022,249950,2,1,Apartment,135,Buy,27,C1,-7.531421,53.872035
"16 Leeson Street Upper, Dublin 4",standard,1/27/2022,1750000,5,1,Terrace,278,Buy,16,C3,-8.002735,53.425876
"84 Berryfield Road., D11A5F9, Finglas, Dublin 11",standard,1/30/2022,275000,3,2,Terrace,102,Buy,21,D2,-6.266384,53.334965
"7 Tymonville Court, Tallaght, Tallaght, Dublin 24",standard,1/22/2022,319000,3,1,End of Terrace,90,Buy,13,D2,-6.242989,53.31683
"Apartment 30, Block B, Blackhall Green, Dublin 7",standard,1/21/2022,224950,1,1,Apartment,92,Buy,21,D1,-6.505367,53.362519
"1 Discovery Building, Royal Canal Park, Ashtown, Dublin 15",standard,1/28/2022,235000,1,1,Apartment,63,Buy,13,C1,-8.603672,52.668207
"Tamarind, Carrickbrack Road, Sutton, Dublin 13",standard,1/30/2022,1600000,4,4,Detached,305,Buy,14,C1,-6.582153,52.509831
"30 Idrone Drive, Knocklyon, Knocklyon, Dublin 16",standard,1/21/2022,625000,4,3,Semi-D,165,Buy,26,C3,-8.67109,52.6729
"23 Upper Main Street, Rush, Rush, Co. Dublin",standard,1/21/2022,330000,3,1,Townhouse,149,Buy,19,B3,-6.071723,53.128293
"202 Cooley Road, Drimnagh, Drimnagh, Dublin 12",standard,1/28/2022,265000,2,1,End of Terrace,,Buy,19,XXX,-6.1848337,53.5847093
"13 Carna Road, Ballyfermot, Dublin 10",standard,1/30/2022,299950,3,2,Terrace,63,Buy,21,D2,-6.35363,53.717283
"Apt 31 College View, Ballymun, Dublin 11",standard,1/29/2022,180000,2,1,Apartment,120,Buy,19,C3,-7.123329,52.261957
"13 Loreto Avenue Rathfarnham Dublin 14, Rathfarnham, Dublin 14",standard,1/29/2022,395000,2,1,Terrace,75,Buy,12,C1,-8.629239,51.884335
"44 Beneavin Park, Glasnevin, Dublin 11",standard,1/29/2022,475000,3,2,Semi-D,142,Buy,17,B3,-8.7816607,52.4031841
"13 Seagrave Close, Finglas, Dublin 11",standard,1/29/2022,210000,2,2,Apartment,,Buy,44,A3,-6.380612,53.270463
"29 Belmayne Avenue, Balgriffin, Dublin 13",standard,1/28/2022,245000,2,1,Apartment,171,Buy,29,C2,-6.201112,53.273689
"24 Killinarden Estate, Tallaght, Dublin 24",standard,1/29/2022,249000,3,1,Terrace,84,Buy,10,E2,-6.296111,53.362399
"18A Cherry Orchard Crescent, Cherry Orchard, Dublin 10",standard,1/29/2022,275000,3,3,Detached,122,Buy,9,D2,-6.191779,53.359596
"199 Palmerstown Woods, Clondalkin, Dublin 22",standard,1/29/2022,295000,1,1,Semi-D,88,Buy,27,C3,-7.9677,53.434629
"85 Hillcrest Drive, Lucan, Co. Dublin",standard,1/20/2022,325000,3,1,Semi-D,83,Buy,17,G,-6.298325,53.302981
"3 Temple Hill, Terenure Road West, Terenure, Dublin 6",standard,1/28/2022,420000,2,2,Apartment,84,Buy,13,C3,-6.182765,53.611286
"14 Radlett Grove, Portmarnock, Co. Dublin",standard,1/20/2022,690000,4,1,Semi-D,133,Buy,9,G,-6.261432,53.361003
"37 Cill Cais, Oldbawn, Dublin 24",standard,1/20/2022,395000,3,2,Semi-D,111,Buy,43,SI_666,-6.113246,53.285395
"120 St. Columbanus Road, Milltown, Dublin 6",standard,1/21/2022,475000,2,1,Terrace,73,Buy,9,C3,-6.187458,53.299541
"30 Belville Court, Johnstown Road, Cabinteely, Dublin 18",standard,1/30/2022,525000,3,2,Apartment,63,Buy,20,E2,-7.853236,54.930277
"11 Cassian Court South, Royal Canal Park, Ashtown, Dublin 15",standard,1/30/2022,300000,2,1,Apartment,65,Buy,20,D2,-8.259419,53.484578
"62 Parkview Road, Finglas East Finglas, Finglas, Dublin 11",standard,1/29/2022,325000,3,3,Terrace,111,Buy,28,G,-7.581637,53.392669
"48 Ludford Park, Ballinteer, Ballinteer, Dublin 16",standard,1/28/2022,635000,3,1,Semi-D,117,Buy,10,C3,-8.463488,54.258839
"13 Orpen Hill, Stillorgan Grove, Blackrock, Co. Dublin",standard,1/20/2022,695000,3,1,Terrace,84,Buy,29,C3,-6.892072,53.155647
"Dublin Road, Moate, Co. Westmeath",standard,1/20/2022,175000,2,1,Semi-D,116,Buy,21,C2,-6.186059,53.303346
"13 Dowth Avenue, Cabra, Cabra, Dublin 7",standard,1/20/2022,320000,3,1,Semi-D,80,Buy,11,E1,-9.452627,51.679
"70 Haddington Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",standard,1/20/2022,1250000,4,4,Terrace,223,Buy,17,G,-8.411953,51.897007
"25 St. Donaghs Road, Donaghmede, Dublin 13",standard,1/30/2022,300000,3,2,Terrace,74,Buy,9,B3,-7.304462,53.678817
"Apartment 1, Beaucourt, Achill Road, Drumcondra, Dublin 3",standard,1/28/2022,239950,1,1,Apartment,117,Buy,29,C2,-7.723881,54.974185
"Apartment 1, 15 Main Street, Clongriffin, Dublin 13",standard,1/20/2022,250000,2,2,Apartment,65,Buy,13,C2,-6.909342,52.824952
"46 Beverton Green, Donabate, Co. Dublin",standard,1/27/2022,450000,4,3,Semi-D,120,Buy,19,D1,-6.53934,53.340548
"80 80 Millpark, Clondalkin, Dublin 22",standard,1/30/2022,225000,2,1,Apartment,169,Buy,30,C2,-6.70029,52.878497
"91 Hampton Green, Balbriggan, Co. Dublin",standard,1/30/2022,229500,2,1,Terrace,75,Buy,11,D1,-8.64553344,53.9403106
"41 Carrickmount Drive, Churchtown, Churchtown, Dublin 14",standard,1/28/2022,545000,3,3,Terrace,109,Buy,15,C3,-7.455778,55.151025
"69 The Strand, Donabate, Co. Dublin",standard,1/20/2022,395000,3,1,Terrace,96,Buy,11,F,-6.181892,53.377262
"7 Parnell Avenue, Harold's Cross Road, Dublin 12",standard,1/28/2022,465000,3,1,End of Terrace,85,Buy,18,G,-6.473064,52.34003
